id,code,nom,nom_norm,lon,lat,epci_id,epci_nom,bassin_vie_id,bassin_vie_nom,zone_emploi_id,zone_emploi_nom,arr_dept_id,arr_dept_nom,dept_id,date,type,parent,date_debut,date_fin,old_type,old_nom,old_nom_norm,old_date_fin
2439,02439,Les Septvallons,LES SEPTVALLONS,3.674625543275722,49.35274594856808,240200501,Communauté de communes du Val de l'Aisne,51250,Fismes,3221,Soissons,024,Soissons,2,2025-06-26 23:12:22.934702,,,2016-01-01,,COM,Longueval-Barbonval,LONGUEVAL BARBONVAL,2016-01-01
2319,02319,Fonsomme,FONSOMME,3.3968551745537914,49.9016441599295,200071892,Communauté d'agglomération du Saint-Quentinois,02691,Saint-Quentin,3220,Saint-Quentin,023,Saint-Quentin,2,2025-06-26 23:12:10.400503,,,2011-03-25,,COM,Fonsommes,FONSOMMES,2011-03-25
2818,02818,Villiers-Saint-Denis,VILLIERS SAINT DENIS,3.2611677278323845,48.997441709707374,240200584,Communauté de communes du Canton de Charly-sur-Marne,02163,Charly-sur-Marne,3209,Château-Thierry,021,Château-Thierry,2,2025-06-26 23:12:07.373128,,,1970-04-13,,COM,Villiers-sur-Marne,VILLIERS SUR MARNE,1970-04-13
1426,01426,Val-Revermont,VAL REVERMONT,5.363442838249599,46.28572536619273,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,01072,Ceyzériat,8405,Bourg en Bresse,012,Bourg-en-Bresse,1,2025-06-26 23:12:14.270435,,,2016-01-01,,COM,Treffort-Cuisiat,TREFFORT CUISIAT,2016-01-01
2220,02220,Coulonges-Cohan,COULONGES COHAN,3.627456115862068,49.198617675554914,200072031,Communauté d'agglomération de la Région de Château-Thierry,02305,Fère-en-Tardenois,3209,Château-Thierry,021,Château-Thierry,2,2025-06-26 23:12:10.399502,,,1971-01-01,,COM,Coulonges-en-Tardenois,COULONGES EN TARDENOIS,1971-01-01
1097,01097,Chavornay,CHAVORNAY,5.735433178188308,45.916298854638825,200040350,Communauté de communes Bugey Sud,01034,Belley,8404,Belley,011,Belley,1,2025-07-09 13:55:56.616733,COM,01453,1943-01-01,2019-01-01,,,,
1145,01145,Dompierre-sur-Veyle,DOMPIERRE SUR VEYLE,5.216347540403456,46.06706127721518,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,01053,Bourg-en-Bresse,8405,Bourg en Bresse,012,Bourg-en-Bresse,1,2025-06-26 23:12:07.316225,,,1954-09-11,,COM,Dompierre,DOMPIERRE,1954-09-11
1215,01215,Surjoux-Lhopital,SURJOUX LHOPITAL,5.78326773861122,46.02765266111583,240100891,Communauté de communes du Pays Bellegardien (CCPB),74269,Seyssel,8416,Le Genevois Français,014,Nantua,1,2025-06-26 23:13:04.695426,,,2019-01-01,,COM,Lhôpital,LHOPITAL,2019-01-01
1266,01266,Montrevel-en-Bresse,MONTREVEL EN BRESSE,5.112513080269252,46.32497037114502,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,01266,Montrevel-en-Bresse,8405,Bourg en Bresse,012,Bourg-en-Bresse,1,2025-06-26 23:12:04.368255,,,1955-01-29,,COM,Montrevel,MONTREVEL,1955-01-29
1370,01370,Saint-Laurent-sur-Saône,SAINT LAURENT SUR SAONE,4.840157196784714,46.305954991186006,200070308,Communauté d'agglomération Mâconnais Beaujolais Agglomération,71270,Mâcon,59,Mâcon,012,Bourg-en-Bresse,1,2025-06-26 23:12:19.972519,,,1958-12-19,,COM,Saint-Laurent,SAINT LAURENT,1958-12-19
1384,01384,Saint-Rambert-en-Bugey,SAINT RAMBERT EN BUGEY,5.440151818395721,45.95097689640482,240100883,Communauté de communes de la Plaine de l'Ain,01004,Ambérieu-en-Bugey,8405,Bourg en Bresse,011,Belley,1,2025-06-26 23:12:03.892327,,,1956-10-19,,COM,Saint-Rambert,SAINT RAMBERT,1956-10-19
1408,01408,Simandre-sur-Suran,SIMANDRE SUR SURAN,5.422597534757416,46.23396363320349,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,01072,Ceyzériat,8405,Bourg en Bresse,012,Bourg-en-Bresse,1,2025-06-26 23:12:21.990075,,,1994-06-13,,COM,Simandre,SIMANDRE,1994-06-13
3223,03223,Saint-Christophe-en-Bourbonnais,SAINT CHRISTOPHE EN BOURBONNAIS,3.5786463782534788,46.16649120240055,240300491,Communauté de communes du Pays de Lapalisse,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:13:00.547573,,,2023-01-01,,COM,Saint-Christophe,SAINT CHRISTOPHE,2023-01-01
4049,04049,Château-Arnoux-Saint-Auban,CHATEAU ARNOUX SAINT AUBAN,5.998356148421386,44.0866201405984,200067437,Communauté d'agglomération Provence-Alpes-Agglomération,04049,Château-Arnoux-Saint-Auban,9307,Digne-les-Bains,043,Digne-les-Bains,4,2025-06-26 23:12:22.069901,,,1991-12-20,,COM,Château-Arnoux,CHATEAU ARNOUX,1991-12-20
4109,04109,Mallefougasse-Augès,MALLEFOUGASSE AUGES,5.898036819598267,44.07626010847741,200067437,Communauté d'agglomération Provence-Alpes-Agglomération,04049,Château-Arnoux-Saint-Auban,9307,Digne-les-Bains,043,Digne-les-Bains,4,2025-06-26 23:12:03.956617,,,1974-01-01,,COM,Mallefougasse,MALLEFOUGASSE,1974-01-01
4177,04177,Hautes-Duyes,HAUTES DUYES,6.17417110914889,44.194663785703455,200067437,Communauté d'agglomération Provence-Alpes-Agglomération,04070,Digne-les-Bains,9307,Digne-les-Bains,043,Digne-les-Bains,4,2025-06-26 23:12:28.246034,,,1973-09-01,,COM,Saint-Estève,SAINT ESTEVE,1973-09-01
5051,05051,Étoile-Saint-Cyrice,ETOILE SAINT CYRICE,5.643694701531827,44.321083603178465,200068765,Communauté de communes du Sisteronais-Buëch,05070,Laragne-Montéglin,9310,Gap,052,Gap,5,2025-06-26 23:12:56.682969,,,1969-01-01,,COM,Étoile-le-Château,ETOILE LE CHATEAU,1969-01-01
5132,05132,Saint-Bonnet-en-Champsaur,SAINT BONNET EN CHAMPSAUR,6.099253940891142,44.697643242553134,200068096,Communauté de communes Champsaur-Valgaudemar,05132,Saint-Bonnet-en-Champsaur,9310,Gap,052,Gap,5,2025-06-26 23:12:10.452156,,,1988-03-18,,COM,Saint-Bonnet,SAINT BONNET,1988-03-18
7147,07147,Malarce-sur-la-Thines,MALARCE SUR LA THINES,4.050329207985957,44.47842105754104,200039832,Communauté de communes Pays des Vans en Cévennes,07334,Les Vans,8402,Aubenas,071,Largentière,7,2025-06-26 23:12:00.203673,,,1975-07-01,,COM,Malarce,MALARCE,1975-07-01
7207,07207,Saint-Alban-Auriolles,SAINT ALBAN AURIOLLES,4.294618241427627,44.434362174448125,200039808,Communauté de communes des Gorges de l'Ardèche,07201,Ruoms,8402,Aubenas,071,Largentière,7,2025-06-26 23:12:20.101993,,,1972-10-01,,COM,Saint-Alban-sous-Sampzon,SAINT ALBAN SOUS SAMPZON,1972-10-01
7338,07338,Vernoux-en-Vivarais,VERNOUX EN VIVARAIS,4.644337095218163,44.905637903946044,200071413,Communauté d'agglomération Privas Centre Ardèche,07338,Vernoux-en-Vivarais,8431,Valence,072,Privas,7,2025-06-26 23:12:27.761174,,,1956-08-08,,COM,Vernoux,VERNOUX,1956-08-08
8069,08069,Blanchefosse-et-Bay,BLANCHEFOSSE ET BAY,4.252296564556683,49.76603306773195,200041622,Communauté de communes Ardennes Thiérache,02381,Hirson,4403,Charleville-Mézières,081,Charleville-Mézières,8,2025-06-26 23:13:00.635382,,,1973-12-29,,COM,Blanchefosse,BLANCHEFOSSE,1973-12-29
8168,08168,La Ferté-sur-Chiers,LA FERTE SUR CHIERS,5.240166943591341,49.57233871258944,240800847,Communauté de communes des Portes du Luxembourg,08090,Carignan,4421,Sedan,083,Sedan,8,2025-06-26 23:12:39.806355,,,1959-04-26,,COM,La Ferté,LA FERTE,1959-04-26
1120,01120,Cordieux,CORDIEUX,5.037683964288728,45.86979023522946,240100610,Communauté de communes de la Côtière à Montluel,01262,Montluel,8421,Lyon,012,Bourg-en-Bresse,1,2025-07-09 13:55:56.616733,COM,01262,1943-01-01,1973-01-01,,,,
1122,01122,Cormaranche-en-Bugey,CORMARANCHE EN BUGEY,5.583777558738998,45.93960428428997,200042935,Communauté d'agglomération Haut - Bugey Agglomération,01185,Plateau d'Hauteville,8404,Belley,011,Belley,1,2025-07-09 13:55:56.616733,COM,01185,1943-01-01,2019-01-01,,,,
1154,01154,Étrez,ETREZ,5.18476175578669,46.324862361644726,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,01266,Montrevel-en-Bresse,8405,Bourg en Bresse,012,Bourg-en-Bresse,1,2025-07-09 13:55:56.616733,COM,01130,1943-01-01,2019-01-01,,,,
1186,01186,Hostias,HOSTIAS,5.583777558738998,45.93960428428997,200042935,Communauté d'agglomération Haut - Bugey Agglomération,01185,Plateau d'Hauteville,8404,Belley,011,Belley,1,2025-07-09 13:55:56.616733,COM,01185,1943-01-01,2007-08-15,,,,
1205,01205,Lancrans,LANCRANS,5.813487697135659,46.11390414749287,240100891,Communauté de communes du Pays Bellegardien (CCPB),01033,Valserhône,8416,Le Genevois Français,014,Nantua,1,2025-07-09 13:55:56.616733,COM,01033,1943-01-01,2019-01-01,,,,
1271,01271,Nattages,NATTAGES,5.745549422094695,45.73104273570109,200040350,Communauté de communes Bugey Sud,73330,Yenne,8404,Belley,011,Belley,1,2025-07-09 13:55:56.616733,COM,01286,1943-01-01,2016-01-01,,,,
1312,01312,Pressiat,PRESSIAT,5.363442838249599,46.28572536619273,200071751,Communauté d'agglomération du Bassin de Bourg-en-Bresse,01072,Ceyzériat,8405,Bourg en Bresse,012,Bourg-en-Bresse,1,2025-07-09 13:55:56.632597,COM,01426,1943-01-01,2016-01-01,,,,
11195,11195,Laurabuc,LAURABUC,1.9942651054428664,43.260445732329735,200035855,Communauté de communes Castelnaudary Lauragais Audois,11076,Castelnaudary,7608,Carcassonne-Limoux,111,Carcassonne,11,2025-06-26 23:12:17.25357,,,1989-01-01,,COM,Laurabuc-et-Mireval,LAURABUC ET MIREVAL,1989-01-01
1340,01340,Saint-Bois,SAINT BOIS,5.641679823393634,45.712794906321605,200040350,Communauté de communes Bugey Sud,01034,Belley,8404,Belley,011,Belley,1,2025-07-09 13:55:56.632597,COM,01015,1943-01-01,2016-01-01,,,,
1413,01413,Surjoux,SURJOUX,5.78326773861122,46.02765266111583,240100891,Communauté de communes du Pays Bellegardien (CCPB),74269,Seyssel,8416,Le Genevois Français,014,Nantua,1,2025-07-09 13:55:56.637442,COM,01215,1943-01-01,2019-01-01,,,,
14336,14336,Hottot-les-Bagues,HOTTOT LES BAGUES,-0.6536815915511879,49.14614395158315,200069516,Communauté de communes Seulles Terre et Mer,14047,Bayeux,2804,Caen,141,Bayeux,14,2025-06-26 23:12:00.452563,,,1983-01-01,,COM,Hottot-Longraye,HOTTOT LONGRAYE,1983-01-01
11266,11266,Port-la-Nouvelle,PORT LA NOUVELLE,3.040971912447607,43.01972869618322,241100593,Communauté d'agglomération Le Grand Narbonne,11266,Port-la-Nouvelle,7617,Narbonne,113,Narbonne,11,2025-06-26 23:12:00.32391,,,1953-10-22,,COM,Nouvelle,NOUVELLE,1953-10-22
1442,01442,Vieu,VIEU,5.65688485370744,45.918193919388955,200040350,Communauté de communes Bugey Sud,01034,Belley,8404,Belley,011,Belley,1,2025-07-09 13:55:56.637442,COM,01036,1943-01-01,2019-01-01,,,,
2026,02026,Artonges,ARTONGES,3.5061735700341172,48.90540255337444,200072031,Communauté d'agglomération de la Région de Château-Thierry,51380,Montmirail,3209,Château-Thierry,021,Château-Thierry,2,2025-07-09 13:55:56.637442,COM,02458,1943-01-01,2016-01-01,,,,
2301,02301,Faucoucourt,FAUCOUCOURT,3.453032731687204,49.51609694549718,200071769,Communauté de communes Picardie des Châteaux,02408,Laon,3214,Laon,022,Laon,2,2025-07-09 13:55:56.648594,COM,02018,1943-01-01,2019-01-01,,,,
2348,02348,Glennes,GLENNES,3.674625543275722,49.35274594856808,240200501,Communauté de communes du Val de l'Aisne,51250,Fismes,3221,Soissons,024,Soissons,2,2025-07-09 13:55:56.648594,COM,02439,1943-01-01,2016-01-01,,,,
2475,02475,Menneville,MENNEVILLE,3.9712910028239103,49.4394595994632,240200576,Communauté de communes de la Champagne Picarde,02360,Villeneuve-sur-Aisne,3214,Laon,022,Laon,2,2025-07-09 13:55:56.664479,COM,02360,1943-01-01,2019-01-01,,,,
9235,09235,Prat-Bonrepaux,PRAT BONREPAUX,1.0291697276054796,43.0308527054418,200067940,Communauté de communes Couserans-Pyrénées,09261,Saint-Girons,7622,Saint-Gaudens,093,Saint-Girons,9,2025-06-26 23:12:48.205484,,,1983-04-17,,COM,Prat-et-Bonrepaux,PRAT ET BONREPAUX,1983-04-17
10148,10148,Ferreux-Quincey,FERREUX QUINCEY,3.60122003839815,48.461991138649005,200006716,Communauté de communes du Nogentais,10268,Nogent-sur-Seine,4415,Romilly-sur-Seine,102,Nogent-sur-Seine,10,2025-06-26 23:12:53.708119,,,1973-01-01,,COM,Ferreux,FERREUX,1973-01-01
10289,10289,Plancy-l'Abbaye,PLANCY L ABBAYE,3.9848979031543705,48.5853665475672,200070126,Communauté de communes Seine et Aube,10323,Romilly-sur-Seine,4415,Romilly-sur-Seine,102,Nogent-sur-Seine,10,2025-06-26 23:12:17.233701,,,1970-01-01,,COM,Plancy,PLANCY,1970-01-01
10326,10326,Rosnay-l'Hôpital,ROSNAY L HOPITAL,4.505757064588906,48.45788070820495,200040137,Communauté de communes des Lacs de Champagne,10064,Brienne-le-Château,4425,Troyes,101,Bar-sur-Aube,10,2025-06-26 23:12:10.544416,,,1957-01-13,,COM,Rosnay,ROSNAY,1957-01-13
10386,10386,Trouans,TROUANS,4.249587471333687,48.638573734588995,200071777,"Communauté de communes d''Arcis,Mailly,Ramerupt",10006,Arcis-sur-Aube,4425,Troyes,103,Troyes,10,2025-06-26 23:12:43.841065,,,1973-01-01,,COM,Trouan-le-Petit,TROUAN LE PETIT,1973-01-01
11008,11008,Alet-les-Bains,ALET LES BAINS,2.2586839069663154,42.99419456611632,200071926,Communauté de communes du Limouxin,11206,Limoux,7608,Carcassonne-Limoux,112,Limoux,11,2025-06-26 23:12:53.71812,,,1961-06-22,,COM,Alet,ALET,1961-06-22
11016,11016,Arquettes-en-Val,ARQUETTES EN VAL,2.4973824941513327,43.10509243782679,200035715,Communauté d'agglomération Carcassonne Agglo,11203,Lézignan-Corbières,7608,Carcassonne-Limoux,111,Carcassonne,11,2025-06-26 23:12:06.96187,,,1962-05-16,,COM,Arquettes,ARQUETTES,1962-05-16
11295,11295,Portel-des-Corbières,PORTEL DES CORBIERES,2.906371654483907,43.0518823522588,241100593,Communauté d'agglomération Le Grand Narbonne,11379,Sigean,7617,Narbonne,113,Narbonne,11,2025-06-26 23:12:39.8719,,,1975-01-01,,COM,Portel,PORTEL,1975-01-01
12021,12021,Le Bas Ségala,LE BAS SEGALA,2.1339625262610644,44.309598725617704,241200807,Communauté de communes Aveyron Bas Ségala Viaur,12300,Villefranche-de-Rouergue,7611,Figeac-Villefranche,123,Villefranche-de-Rouergue,12,2025-06-26 23:12:06.993911,,,2016-01-01,,COM,La Bastide-l'Évêque,LA BASTIDE L EVEQUE,2016-01-01
12155,12155,Fondamente,FONDAMENTE,3.114791821627105,43.861835457201764,241200906,Communauté de communes Larzac et Vallées,12208,Saint-Affrique,7614,Millau,121,Millau,12,2025-06-26 23:12:39.891525,,,1987-07-06,,COM,Montpaon,MONTPAON,1987-07-06
12257,12257,Causse-et-Diège,CAUSSE ET DIEGE,2.0341078521681752,44.528650477529766,200067361,Communauté de communes Grand-Figeac,46102,Figeac,7611,Figeac-Villefranche,123,Villefranche-de-Rouergue,12,2025-06-26 23:12:25.165663,,,1973-11-01,,COM,Salvagnac-Saint-Loup,SALVAGNAC SAINT LOUP,1973-11-01
12270,12270,Sévérac d'Aveyron,SEVERAC D AVEYRON,3.0420051406470026,44.31842828978006,200068484,Communauté de communes des Causses à l'Aubrac,12270,Sévérac d'Aveyron,7614,Millau,122,Rodez,12,2025-06-26 23:12:04.130517,,,2016-01-01,,COM,Sévérac-le-Château,SEVERAC LE CHATEAU,2016-01-01
14068,14068,Biéville-Beuville,BIEVILLE BEUVILLE,-0.3371882836979513,49.23928958514893,200065597,Communauté urbaine Caen la Mer,14118,Caen,2804,Caen,142,Caen,14,2025-06-26 23:12:10.627943,,,1972-10-01,,COM,Beuville,BEUVILLE,1972-10-01
14231,14231,Beaufour-Druval,BEAUFOUR DRUVAL,0.023585731093524655,49.21383667015157,200065563,Communauté de communes Normandie-Cabourg-Pays d'Auge,14225,Dives-sur-Mer,2804,Caen,143,Lisieux,14,2025-06-26 23:12:22.280571,,,1973-01-01,,COM,Druval,DRUVAL,1973-01-01
14266,14266,Feuguerolles-Bully,FEUGUEROLLES BULLY,-0.406565085830323,49.11209453355189,200066728,Communauté de communes Vallées de l'Orne et de l'Odon,14118,Caen,2804,Caen,142,Caen,14,2025-06-26 23:13:02.750753,,,1973-01-01,,COM,Feuguerolles-sur-Orne,FEUGUEROLLES SUR ORNE,1973-01-01
14306,14306,Gonneville-en-Auge,GONNEVILLE EN AUGE,-0.1879716995597397,49.25960357422544,200065563,Communauté de communes Normandie-Cabourg-Pays d'Auge,14225,Dives-sur-Mer,2804,Caen,143,Lisieux,14,2025-06-26 23:12:25.218747,,,1965-01-10,,COM,Gonneville-sur-Merville,GONNEVILLE SUR MERVILLE,1965-01-10
14357,14357,Terres de Druance,TERRES DE DRUANCE,-0.6608716065710575,48.921478733372396,200068799,Communauté de communes Intercom de la Vire au Noireau,14762,Vire Normandie,2818,Vire Normandie,144,Vire,14,2025-06-26 23:12:23.222441,,,2017-01-01,,COM,Lassy,LASSY,2017-01-01
2597,02597,Perles,PERLES,3.674625543275722,49.35274594856808,240200501,Communauté de communes du Val de l'Aisne,51250,Fismes,3221,Soissons,024,Soissons,2,2025-07-09 13:55:56.664479,COM,02439,1943-01-01,2016-01-01,,,,
1170,01170,Béard-Géovreissiat,BEARD GEOVREISSIAT,5.551648316038229,46.18995573217555,200042935,Communauté d'agglomération Haut - Bugey Agglomération,01265,Montréal-la-Cluse,8425,Oyonnax,014,Nantua,1,2025-06-26 23:12:56.005646,,,2008-10-06,,COM,Géovreissiat,GEOVREISSIAT,2008-10-06
14397,14397,Mandeville-en-Bessin,MANDEVILLE EN BESSIN,-0.8649524873286857,49.30708899876471,200066801,Communauté de communes Isigny-Omaha Intercom,14047,Bayeux,2804,Caen,141,Bayeux,14,2025-06-26 23:12:14.541339,,,1946-09-19,,COM,Mandeville,MANDEVILLE,1946-09-19
2646,02646,Révillon,REVILLON,3.674625543275722,49.35274594856808,240200501,Communauté de communes du Val de l'Aisne,51250,Fismes,3221,Soissons,024,Soissons,2,2025-07-09 13:55:56.664479,COM,02439,1943-01-01,2016-01-01,,,,
1165,01165,Francheleins,FRANCHELEINS,4.812556249453372,46.07364455198079,200070118,Communauté de communes Val de Saône Centre,69019,Belleville-en-Beaujolais,8434,Villefranche-sur-Saône,012,Bourg-en-Bresse,1,2025-06-26 23:12:32.659032,,,1998-12-09,,COM,Amareins-Francheleins-Cesseins,AMAREINS FRANCHELEINS CESSEINS,1998-12-09
2669,02669,Saint-Agnan,SAINT AGNAN,3.616552746999507,49.00794059942021,200072031,Communauté d'agglomération de la Région de Château-Thierry,51217,Dormans,3209,Château-Thierry,021,Château-Thierry,2,2025-07-09 13:55:56.664479,COM,02053,1943-01-01,2016-01-01,,,,
14515,14515,Port-en-Bessin-Huppain,PORT EN BESSIN HUPPAIN,-0.7721956062495983,49.33958962957695,241400555,Communauté de communes de Bayeux Intercom,14047,Bayeux,2804,Caen,141,Bayeux,14,2025-06-26 23:12:22.28895,,,1972-10-01,,COM,Port-en-Bessin,PORT EN BESSIN,1972-10-01
14431,14431,Mézidon Vallée d'Auge,MEZIDON VALLEE D AUGE,-0.011397655064921252,49.07918846249157,200069532,Communauté d'agglomération Lisieux Normandie,14431,Mézidon Vallée d'Auge,2804,Caen,143,Lisieux,14,2025-06-26 23:12:04.200246,,,2017-01-01,,COM,Mézidon-Canon,MEZIDON CANON,2017-01-01
2771,02771,Vauxcéré,VAUXCERE,3.674625543275722,49.35274594856808,240200501,Communauté de communes du Val de l'Aisne,51250,Fismes,3221,Soissons,024,Soissons,2,2025-07-09 13:55:56.664479,COM,02439,1943-01-01,2016-01-01,,,,
14689,14689,Thury-Harcourt-le-Hom,THURY HARCOURT LE HOM,-0.5181827197776224,48.9917183504038,200066710,Communauté de communes Cingal-Suisse Normande,14689,Thury-Harcourt-le-Hom,2804,Caen,142,Caen,14,2025-06-26 23:12:13.066022,,,2022-01-01,,COM,Le Hom,LE HOM,2022-01-01
15005,15005,Anglards-de-Saint-Flour,ANGLARDS DE SAINT FLOUR,3.1584870776832563,44.98937657236096,200066660,Saint-Flour Communauté,15187,Saint-Flour,8429,Saint Flour,153,Saint-Flour,15,2025-06-26 23:12:17.334116,,,1949-02-19,,COM,Anglards,ANGLARDS,1949-02-19
14406,14406,Moulins-en-Bessin,MOULINS EN BESSIN,-0.5623729122396252,49.25109467314173,200069516,Communauté de communes Seulles Terre et Mer,14191,Courseulles-sur-Mer,2804,Caen,141,Bayeux,14,2025-06-26 23:12:47.102276,,,2017-01-01,,COM,Martragny,MARTRAGNY,2017-01-01
14538,14538,Castine-en-Plaine,CASTINE EN PLAINE,-0.3138840414669048,49.10971718652356,200065597,Communauté urbaine Caen la Mer,14118,Caen,2804,Caen,142,Caen,14,2025-06-26 23:13:05.040199,,,2019-01-01,,COM,Rocquancourt,ROCQUANCOURT,2019-01-01
2825,02825,Vouël,VOUEL,3.293954953256481,49.65999452777222,200071785,Communauté d'agglomération Chauny-Tergnier-La Fère,02738,Tergnier,3220,Saint-Quentin,022,Laon,2,2025-07-09 13:55:56.680363,COM,02738,1943-01-01,1974-01-01,,,,
14474,14474,Notre-Dame-d'Estrées-Corbon,NOTRE DAME D ESTREES CORBON,-0.011153091958611317,49.13902670509226,200069532,Communauté d'agglomération Lisieux Normandie,14431,Mézidon Vallée d'Auge,2814,Lisieux,143,Lisieux,14,2025-06-26 23:12:53.829769,,,2015-01-01,,COM,Notre-Dame-d'Estrées,NOTRE DAME D ESTREES,2015-01-01
14570,14570,Valorbiquet,VALORBIQUET,0.3279071172238677,49.06154813844999,200069532,Communauté d'agglomération Lisieux Normandie,14366,Lisieux,2814,Lisieux,143,Lisieux,14,2025-06-26 23:12:07.108253,,,2016-01-01,,COM,Saint-Cyr-du-Ronceray,SAINT CYR DU RONCERAY,2016-01-01
14579,14579,Seulline,SEULLINE,-0.697111802405011,49.02891484124526,200069524,Communauté de communes Pré-Bocage Intercom,14027,Les Monts d'Aunay,2804,Caen,144,Vire,14,2025-06-26 23:13:00.798662,,,2016-01-01,,COM,Saint-Georges-d'Aunay,SAINT GEORGES D AUNAY,2016-01-01
14621,14621,Saint-Martin-de-Bienfaite-la-Cressonnière,SAINT MARTIN DE BIENFAITE LA CRESSONNIERE,0.35293546410206755,49.03282748961065,200069532,Communauté d'agglomération Lisieux Normandie,14478,Orbec,2814,Lisieux,143,Lisieux,14,2025-06-26 23:12:53.832774,,,1973-01-01,,COM,Saint-Martin-de-Bienfaite,SAINT MARTIN DE BIENFAITE,1973-01-01
3153,03153,Louroux-Hodement,LOUROUX HODEMENT,2.681400163869864,46.470839801241965,240300566,Communauté de communes du Val de Cher,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-07-09 13:55:56.680363,COM,03158,1943-01-01,2016-01-01,,,,
14666,14666,Sannerville,SANNERVILLE,-0.22414737184337577,49.18362459476416,200065597,Communauté urbaine Caen la Mer,14712,Troarn,2804,Caen,142,Caen,14,2025-06-26 23:12:25.233828,,,2019-12-31,,COM,Sannerville,SANNERVILLE,2017-01-01
15108,15108,Val d'Arcomie,VAL D ARCOMIE,3.178117587125704,44.92476884498882,200066660,Saint-Flour Communauté,15187,Saint-Flour,8429,Saint Flour,153,Saint-Flour,15,2025-06-26 23:12:07.121252,,,2016-01-01,,COM,Loubaresse,LOUBARESSE,2016-01-01
4003,04003,Albiosc,ALBIOSC,5.988998455815141,43.74369364838548,200034700,Communauté d'agglomération Durance-Lubéron-Verdon Agglomération,04094,Gréoux-les-Bains,9311,Manosque,044,Forcalquier,4,2025-07-09 13:55:56.680363,COM,04081,1943-01-01,1973-04-15,,,,
14740,14740,La Vespière-Friardel,LA VESPIERE FRIARDEL,0.40595023736309765,49.00463588370034,200069532,Communauté d'agglomération Lisieux Normandie,14478,Orbec,2814,Lisieux,143,Lisieux,14,2025-06-26 23:11:58.291971,,,2016-01-01,,COM,La Vespière,LA VESPIERE,2016-01-01
4011,04011,Astoin,ASTOIN,6.1728923894102605,44.325167741459815,200068765,Communauté de communes du Sisteronais-Buëch,04209,Sisteron,9307,Digne-les-Bains,044,Forcalquier,4,2025-07-09 13:55:56.680363,COM,04023,1943-01-01,1973-04-01,,,,
4029,04029,Blégiers,BLEGIERS,6.46397969256297,44.21335413481898,200067437,Communauté d'agglomération Provence-Alpes-Agglomération,04070,Digne-les-Bains,9307,Digne-les-Bains,043,Digne-les-Bains,4,2025-07-09 13:55:56.680363,COM,04155,1943-01-01,1978-01-01,,,,
4082,04082,Esparron-la-Bâtie,ESPARRON LA BATIE,6.1728923894102605,44.325167741459815,200068765,Communauté de communes du Sisteronais-Buëch,04209,Sisteron,9307,Digne-les-Bains,044,Forcalquier,4,2025-07-09 13:55:56.696135,COM,04023,1943-01-01,1973-04-01,,,,
1243,01243,Messimy-sur-Saône,MESSIMY SUR SAONE,4.75955118963921,46.04728354088431,200070118,Communauté de communes Val de Saône Centre,69264,Villefranche-sur-Saône,8434,Villefranche-sur-Saône,012,Bourg-en-Bresse,1,2025-06-26 23:12:06.752333,,,1983-01-14,,COM,Messimy,MESSIMY,1983-01-14
19261,19261,Sornac,SORNAC,2.1806419172133595,45.66943156296958,200066744,Communauté de communes Haute-Corrèze Communauté,19275,Ussel,63,Ussel,193,Ussel,19,2025-06-26 23:12:28.564714,,,1982-01-01,,COM,Sornac-Saint-Germain-Lavolps,SORNAC SAINT GERMAIN LAVOLPS,1982-01-01
16198,16198,Magnac-Lavalette-Villars,MAGNAC LAVALETTE VILLARS,0.25485341592461547,45.50896855543399,200070282,Communauté de communes Lavalette Tude Dronne,16015,Angoulême,7502,Angoulême,161,Angoulême,16,2025-06-26 23:12:25.256851,,,2025-01-01,,COM,Magnac-Lavalette-Villars,MAGNAC LAVALETTE VILLARS,2025-01-01
15140,15140,Naucelles,NAUCELLES,2.420731009856808,44.95289397121101,241500230,Communauté d'agglomération du Bassin d'Aurillac,15014,Aurillac,8403,Aurillac,151,Aurillac,15,2025-06-26 23:12:43.989643,,,1983-01-01,,COM,Naucelles-Reilhac,NAUCELLES REILHAC,1983-01-01
17384,17384,Saint-Pierre-de-l'Isle,SAINT PIERRE DE L ISLE,-0.4445593749751911,46.028369712021195,200041689,Communauté de communes Vals de Saintonge Communauté,17347,Saint-Jean-d'Angély,7528,Saintes,175,Saint-Jean-d'Angély,17,2025-06-26 23:12:10.70552,,,2010-07-11,,COM,Saint-Pierre-de-l'Île,SAINT PIERRE DE L ILE,2010-07-11
1240,01240,Matafelon-Granges,MATAFELON GRANGES,5.539436404964869,46.25645571493788,200042935,Communauté d'agglomération Haut - Bugey Agglomération,01283,Oyonnax,8425,Oyonnax,014,Nantua,1,2025-06-26 23:12:04.365255,,,1973-01-01,,COM,Matafelon,MATAFELON,1973-01-01
