id,code,nom,nom_norm,lon,lat,epci_id,epci_nom,bassin_vie_id,bassin_vie_nom,zone_emploi_id,zone_emploi_nom,arr_dept_id,arr_dept_nom,dept_id,date,type,parent,date_debut,date_fin,old_type,old_nom,old_nom_norm,old_date_fin
3053,03053,Chantelle,CHANTELLE,3.159488218815283,46.236038306308565,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:12:53.569291,,,1943-01-01,,,,,
3054,03054,Chapeau,CHAPEAU,3.515416469391184,46.49230933711272,200071140,Communauté d'agglomération Moulins Communauté,03102,Dompierre-sur-Besbre,8424,Moulins,032,Moulins,3,2025-06-26 23:13:00.538567,,,1943-01-01,,,,,
3055,03055,La Chapelaude,LA CHAPELAUDE,2.504923908872944,46.4278176175706,240300657,Communauté de communes du Pays d'Huriel,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:56.077323,,,1943-01-01,,,,,
3056,03056,La Chapelle,LA CHAPELLE,3.5874131981136297,46.08845201649193,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:10.422896,,,1943-01-01,,,,,
3057,03057,La Chapelle-aux-Chasses,LA CHAPELLE AUX CHASSES,3.5300960436233857,46.65991969639406,200071140,Communauté d'agglomération Moulins Communauté,03102,Dompierre-sur-Besbre,8424,Moulins,032,Moulins,3,2025-06-26 23:12:00.118219,,,1943-01-01,,,,,
3058,03058,Chappes,CHAPPES,2.9441600300443502,46.382840957388034,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03186,Montmarault,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:32.710339,,,1943-01-01,,,,,
3059,03059,Chareil-Cintrat,CHAREIL CINTRAT,3.229088201968852,46.265850998678324,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:12:06.818816,,,1943-01-01,,,,,
3060,03060,Charmeil,CHARMEIL,3.3930892037779246,46.16038739001673,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:28.223511,,,1943-01-01,,,,,
3061,03061,Charmes,CHARMES,3.246438505699188,46.082625750789944,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:07.375129,,,1943-01-01,,,,,
3062,03062,Charroux,CHARROUX,3.1645769762030875,46.18222484839401,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:14.32696,,,1943-01-01,,,,,
3063,03063,Chassenard,CHASSENARD,3.973361458771537,46.441923363048026,200071884,Communauté de communes Le Grand Charolais,71176,Digoin,8424,Moulins,033,Vichy,3,2025-06-26 23:13:04.749949,,,1943-01-01,,,,,
3065,03065,Châtel-de-Neuvre,CHATEL DE NEUVRE,3.2986447748314918,46.41585597739251,200071496,Communauté de communes du Bocage Bourbonnais,03254,Saint-Pourçain-sur-Sioule,8424,Moulins,032,Moulins,3,2025-06-26 23:12:10.424896,,,1943-01-01,,,,,
3066,03066,Châtel-Montagne,CHATEL MONTAGNE,3.7164335094987724,46.100334517739114,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:11:58.039034,,,1943-01-01,,,,,
3067,03067,Châtelperron,CHATELPERRON,3.6331426877757433,46.397165547946486,200071470,Communauté de communes Entr'Allier Besbre et Loire,03102,Dompierre-sur-Besbre,8424,Moulins,033,Vichy,3,2025-06-26 23:13:04.752937,,,1943-01-01,,,,,
3068,03068,Châtelus,CHATELUS,3.7253567006127097,46.19781973524171,200071363,Communauté d'agglomération Vichy Communauté,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:11:58.041034,,,1943-01-01,,,,,
3069,03069,Châtillon,CHATILLON,3.129380963901831,46.46222890144758,200071496,Communauté de communes du Bocage Bourbonnais,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:04.429025,,,1943-01-01,,,,,
3070,03070,Chavenon,CHAVENON,2.9517751879395084,46.42217666700326,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03082,Commentry,8423,Montluçon,031,Montluçon,3,2025-06-26 23:13:00.54056,,,1943-01-01,,,,,
3071,03071,Chavroches,CHAVROCHES,3.596812299728594,46.353495509364535,200071470,Communauté de communes Entr'Allier Besbre et Loire,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:12:27.664732,,,1943-01-01,,,,,
3072,03072,Chazemais,CHAZEMAIS,2.5196619485109952,46.48720988064515,240300657,Communauté de communes du Pays d'Huriel,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:11:58.042033,,,1943-01-01,,,,,
17343,17343,Saint-Grégoire-d'Ardennes,SAINT GREGOIRE D ARDENNES,-0.508932512495315,45.50990934725694,200041523,Communauté de communes de la Haute Saintonge,17197,Jonzac,7528,Saintes,171,Jonzac,17,2025-06-26 23:13:02.818461,,,1943-01-01,,,,,
3073,03073,Chemilly,CHEMILLY,3.3120716826959473,46.47856264245452,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:22.054875,,,1943-01-01,,,,,
3074,03074,Chevagnes,CHEVAGNES,3.5646207383468367,46.60826833589676,200071140,Communauté d'agglomération Moulins Communauté,03102,Dompierre-sur-Besbre,8424,Moulins,032,Moulins,3,2025-06-26 23:12:20.02252,,,1943-01-01,,,,,
3075,03075,Chezelle,CHEZELLE,3.1117054765985097,46.21304764491861,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:22.952484,,,1943-01-01,,,,,
3076,03076,Chézy,CHEZY,3.4590275905786245,46.61225413757083,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:25.013913,,,1943-01-01,,,,,
3078,03078,Chouvigny,CHOUVIGNY,3.004746964099451,46.125941000987424,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:04.430023,,,1943-01-01,,,,,
3079,03079,Cindré,CINDRE,3.551377752355827,46.32287422075695,200071470,Communauté de communes Entr'Allier Besbre et Loire,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:12:12.827601,,,1943-01-01,,,,,
3080,03080,Cognat-Lyonne,COGNAT LYONNE,3.2980817240911278,46.10762032958789,200071363,Communauté d'agglomération Vichy Communauté,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:00.11922,,,1943-01-01,,,,,
3081,03081,Colombier,COLOMBIER,2.793750685633319,46.266613443395755,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03082,Commentry,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:39.726933,,,1943-01-01,,,,,
3082,03082,Commentry,COMMENTRY,2.7409163330074033,46.28491175060236,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03082,Commentry,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:04.431035,,,1943-01-01,,,,,
3083,03083,Contigny,CONTIGNY,3.3144737197105014,46.3463744518824,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:13:00.541559,,,1943-01-01,,,,,
3084,03084,Cosne-d'Allier,COSNE D ALLIER,2.822885711882029,46.48321228626646,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:39.727933,,,1943-01-01,,,,,
3085,03085,Coulandon,COULANDON,3.2457071753148554,46.55471169237545,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:22.056806,,,1943-01-01,,,,,
3086,03086,Coulanges,COULANGES,3.863454520337905,46.47475026340389,200071884,Communauté de communes Le Grand Charolais,71176,Digoin,8424,Moulins,033,Vichy,3,2025-06-26 23:12:43.701232,,,1943-01-01,,,,,
3087,03087,Couleuvre,COULEUVRE,2.896551526361396,46.67403431070681,240300558,Communauté de communes du Pays de Tronçais,18242,Sancoins,8424,Moulins,031,Montluçon,3,2025-06-26 23:12:06.820817,,,1943-01-01,,,,,
3089,03089,Coutansouze,COUTANSOUZE,3.007129874203369,46.20542883634707,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:53.57221,,,1943-01-01,,,,,
3090,03090,Couzon,COUZON,3.1134365217190254,46.644334098541734,200071140,Communauté d'agglomération Moulins Communauté,03036,Bourbon-l'Archambault,8424,Moulins,032,Moulins,3,2025-06-26 23:12:22.057885,,,1943-01-01,,,,,
3091,03091,Créchy,CRECHY,3.4234234771425487,46.26941854390378,200071470,Communauté de communes Entr'Allier Besbre et Loire,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:14.32796,,,1943-01-01,,,,,
3092,03092,Cressanges,CRESSANGES,3.170884686076542,46.443965050424225,200071496,Communauté de communes du Bocage Bourbonnais,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:35.427527,,,1943-01-01,,,,,
3093,03093,Creuzier-le-Neuf,CREUZIER LE NEUF,3.4627542856482023,46.178072698761895,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:00.120209,,,1943-01-01,,,,,
3095,03095,Cusset,CUSSET,3.457279100554011,46.13448170892166,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:11:58.044036,,,1943-01-01,,,,,
3097,03097,Deneuille-les-Mines,DENEUILLE LES MINES,2.775264329345542,46.378250722322456,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03082,Commentry,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:22.953705,,,1943-01-01,,,,,
3098,03098,Désertines,DESERTINES,2.6274435423861866,46.35705264401351,200071082,Communauté d'agglomération Montluçon Communauté,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:13:04.754937,,,1943-01-01,,,,,
3099,03099,Deux-Chaises,DEUX CHAISES,3.0406102421074213,46.374758918823986,200071496,Communauté de communes du Bocage Bourbonnais,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:43.704229,,,1943-01-01,,,,,
3100,03100,Diou,DIOU,3.736394661206454,46.52272754797992,200071470,Communauté de communes Entr'Allier Besbre et Loire,03102,Dompierre-sur-Besbre,8424,Moulins,033,Vichy,3,2025-06-26 23:12:56.649663,,,1943-01-01,,,,,
3101,03101,Domérat,DOMERAT,2.5371789806833003,46.363597341595145,200071082,Communauté d'agglomération Montluçon Communauté,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:12.829599,,,1943-01-01,,,,,
3102,03102,Dompierre-sur-Besbre,DOMPIERRE SUR BESBRE,3.6765375538862486,46.53122247772495,200071470,Communauté de communes Entr'Allier Besbre et Loire,03102,Dompierre-sur-Besbre,8424,Moulins,033,Vichy,3,2025-06-26 23:12:17.097915,,,1943-01-01,,,,,
3103,03103,Le Donjon,LE DONJON,3.7995610837568123,46.3449034772704,200071470,Communauté de communes Entr'Allier Besbre et Loire,03138,Lapalisse,8424,Moulins,033,Vichy,3,2025-06-26 23:12:22.955709,,,1943-01-01,,,,,
3104,03104,Doyet,DOYET,2.79122662848496,46.34341233504458,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03082,Commentry,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:12.830599,,,1943-01-01,,,,,
3105,03105,Droiturier,DROITURIER,3.7050617321011257,46.22656615545667,240300491,Communauté de communes du Pays de Lapalisse,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:12:32.713342,,,1943-01-01,,,,,
3106,03106,Durdat-Larequille,DURDAT LAREQUILLE,2.696546014188045,46.25375922342454,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03082,Commentry,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:56.650664,,,1943-01-01,,,,,
3107,03107,Ébreuil,EBREUIL,3.0731639076670882,46.11743604776435,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:46.867751,,,1943-01-01,,,,,
3108,03108,Échassières,ECHASSIERES,2.945618040581814,46.195826523216944,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,63338,Saint-Éloy-les-Mines,8432,Vichy,033,Vichy,3,2025-06-26 23:12:10.425896,,,1943-01-01,,,,,
3109,03109,Escurolles,ESCUROLLES,3.2681649266386454,46.14204999980072,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:56.652268,,,1943-01-01,,,,,
3110,03110,Espinasse-Vozelle,ESPINASSE VOZELLE,3.3353240340407977,46.12926302491141,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:10.427909,,,1943-01-01,,,,,
3111,03111,Estivareilles,ESTIVAREILLES,2.624320857835222,46.42491499178104,240300566,Communauté de communes du Val de Cher,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:28.227511,,,1943-01-01,,,,,
92023,92023,Clamart,CLAMART,2.256927461316418,48.797434876424894,200054781,Métropole du Grand Paris,75056,Paris,1109,Paris,921,Antony,92,2025-06-26 23:11:57.528624,,,1968-01-01,,,,,
3113,03113,Ferrières-sur-Sichon,FERRIERES SUR SICHON,3.648263950997133,46.02032957902887,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:22.957709,,,1943-01-01,,,,,
3115,03115,Fleuriel,FLEURIEL,3.1609873856690616,46.287033883960035,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:12:07.377128,,,1943-01-01,,,,,
3116,03116,Fourilles,FOURILLES,3.1970600693751647,46.24365873401197,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:12:32.715339,,,1943-01-01,,,,,
3117,03117,Franchesse,FRANCHESSE,3.036288664963123,46.643464531739454,200071496,Communauté de communes du Bocage Bourbonnais,03036,Bourbon-l'Archambault,8424,Moulins,032,Moulins,3,2025-06-26 23:12:35.431527,,,1943-01-01,,,,,
3118,03118,Gannat,GANNAT,3.190287413413534,46.09642891053078,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:00.12215,,,1943-01-01,,,,,
3119,03119,Gannay-sur-Loire,GANNAY SUR LOIRE,3.5965317096356015,46.7181450445778,200071140,Communauté d'agglomération Moulins Communauté,71047,Bourbon-Lancy,8424,Moulins,032,Moulins,3,2025-06-26 23:12:27.666731,,,1943-01-01,,,,,
3120,03120,Garnat-sur-Engièvre,GARNAT SUR ENGIEVRE,3.6682372503169796,46.634798171698115,200071140,Communauté d'agglomération Moulins Communauté,71047,Bourbon-Lancy,8424,Moulins,032,Moulins,3,2025-06-26 23:12:25.017958,,,1943-01-01,,,,,
3121,03121,Gennetines,GENNETINES,3.4052012422659765,46.62990139607697,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:06.821814,,,1943-01-01,,,,,
3122,03122,Gipcy,GIPCY,3.051480152032232,46.51134185109824,200071496,Communauté de communes du Bocage Bourbonnais,03036,Bourbon-l'Archambault,8424,Moulins,032,Moulins,3,2025-06-26 23:12:06.823828,,,1943-01-01,,,,,
3124,03124,Gouise,GOUISE,3.4383289593809723,46.41085305585206,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:56.084315,,,1943-01-01,,,,,
3125,03125,La Guillermie,LA GUILLERMIE,3.645442325847013,45.98117540350519,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:32.717338,,,1943-01-01,,,,,
3126,03126,Hauterive,HAUTERIVE,3.4390163031360372,46.07747300983629,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:06.824815,,,1943-01-01,,,,,
3127,03127,Hérisson,HERISSON,2.710397930263315,46.51979236977075,240300558,Communauté de communes du Pays de Tronçais,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:56.086383,,,1943-01-01,,,,,
3128,03128,Huriel,HURIEL,2.4819030973260134,46.37737982625743,240300657,Communauté de communes du Pays d'Huriel,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:22.058951,,,1943-01-01,,,,,
3130,03130,Isle-et-Bardais,ISLE ET BARDAIS,2.776785177442648,46.682155180378786,240300558,Communauté de communes du Pays de Tronçais,18197,Saint-Amand-Montrond,8424,Moulins,031,Montluçon,3,2025-06-26 23:12:22.959729,,,1943-01-01,,,,,
3131,03131,Isserpent,ISSERPENT,3.6183390506304662,46.15407208591082,240300491,Communauté de communes du Pays de Lapalisse,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:12:53.576212,,,1943-01-01,,,,,
3135,03135,Lalizolle,LALIZOLLE,3.0083440218183,46.164717099394245,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:13:02.499112,,,1943-01-01,,,,,
3136,03136,Lamaids,LAMAIDS,2.4389369943255894,46.30420896996073,200071082,Communauté d'agglomération Montluçon Communauté,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:00.123158,,,1943-01-01,,,,,
3137,03137,Langy,LANGY,3.4617303821615244,46.272980815691426,200071470,Communauté de communes Entr'Allier Besbre et Loire,03298,Varennes-sur-Allier,8432,Vichy,033,Vichy,3,2025-06-26 23:12:32.718348,,,1943-01-01,,,,,
3138,03138,Lapalisse,LAPALISSE,3.638530742993603,46.26466737459908,240300491,Communauté de communes du Pays de Lapalisse,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:12:22.960727,,,1943-01-01,,,,,
3139,03139,Laprugne,LAPRUGNE,3.7628057727085293,45.99375411007262,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:13:02.502114,,,1943-01-01,,,,,
3141,03141,Lavoine,LAVOINE,3.687655818340357,45.97476581115571,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:22.06093,,,1943-01-01,,,,,
3142,03142,Lenax,LENAX,3.8306309102103513,46.303813283282054,200071470,Communauté de communes Entr'Allier Besbre et Loire,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:12:56.65368,,,1943-01-01,,,,,
3143,03143,Lételon,LETELON,2.5948631790532177,46.6563972666161,240300558,Communauté de communes du Pays de Tronçais,18197,Saint-Amand-Montrond,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:22.061945,,,1943-01-01,,,,,
3148,03148,Loriges,LORIGES,3.341125567595086,46.26625568912877,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:13:00.542563,,,1943-01-01,,,,,
3149,03149,Louchy-Montfand,LOUCHY MONTFAND,3.2457648825790555,46.307872026914325,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:13:02.50311,,,1943-01-01,,,,,
3150,03150,Louroux-Bourbonnais,LOUROUX BOURBONNAIS,2.8391872064511374,46.5345651017767,200071496,Communauté de communes du Bocage Bourbonnais,03185,Montluçon,8424,Moulins,032,Moulins,3,2025-06-26 23:12:04.435231,,,1943-01-01,,,,,
3151,03151,Louroux-de-Beaune,LOUROUX DE BEAUNE,2.859369909794748,46.299433695837806,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03082,Commentry,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:46.869751,,,1943-01-01,,,,,
3152,03152,Louroux-de-Bouble,LOUROUX DE BOUBLE,2.971938891492414,46.229475984522445,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:53.578213,,,1943-01-01,,,,,
3154,03154,Luneau,LUNEAU,3.9526831305572516,46.366326336147274,200071470,Communauté de communes Entr'Allier Besbre et Loire,71275,Marcigny,8424,Moulins,033,Vichy,3,2025-06-26 23:12:17.099917,,,1943-01-01,,,,,
3156,03156,Lusigny,LUSIGNY,3.4903099037961205,46.571608340160765,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:00.126659,,,1943-01-01,,,,,
3159,03159,Malicorne,MALICORNE,2.7707093067930186,46.3074132205686,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03082,Commentry,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:22.962741,,,1943-01-01,,,,,
3160,03160,Marcenat,MARCENAT,3.3969016145072253,46.23701156003369,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:56.654685,,,1943-01-01,,,,,
3162,03162,Marigny,MARIGNY,3.2098277455633895,46.57914520868631,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:10.430908,,,1943-01-01,,,,,
3163,03163,Mariol,MARIOL,3.4862553596856287,46.02566286850849,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:12:00.128665,,,1943-01-01,,,,,
3164,03164,Le Mayet-d'École,LE MAYET D ECOLE,3.2404357166702256,46.164710024912154,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:35.43453,,,1943-01-01,,,,,
17426,17426,Le Seure,LE SEURE,-0.35539915644137543,45.79281697102164,200036473,Communauté d'agglomération de Saintes - Grandes Rives - L'Agglo,16102,Cognac,7509,Cognac,174,Saintes,17,2025-06-26 23:12:53.960299,,,1943-01-01,,,,,
92024,92024,Clichy,CLICHY,2.3070057959074766,48.90300465051407,200054781,Métropole du Grand Paris,75056,Paris,1109,Paris,922,Nanterre,92,2025-06-26 23:11:57.529626,,,1968-01-01,,,,,
3166,03166,Mazerier,MAZERIER,3.1816657716221974,46.13238439235619,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:39.729203,,,1943-01-01,,,,,
3167,03167,Mazirat,MAZIRAT,2.5549856194654432,46.2187744513699,200071082,Communauté d'agglomération Montluçon Communauté,23076,Évaux-les-Bains,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:07.379069,,,1943-01-01,,,,,
3169,03169,Meillard,MEILLARD,3.231507694787904,46.38828617446902,200071496,Communauté de communes du Bocage Bourbonnais,03254,Saint-Pourçain-sur-Sioule,8424,Moulins,032,Moulins,3,2025-06-26 23:12:56.088391,,,1943-01-01,,,,,
3170,03170,Meillers,MEILLERS,3.101866450658223,46.5135769732922,200071496,Communauté de communes du Bocage Bourbonnais,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:17.100917,,,1943-01-01,,,,,
3172,03172,Mesples,MESPLES,2.3643807484935,46.427806444085995,240300657,Communauté de communes du Pays d'Huriel,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:03.938938,,,1943-01-01,,,,,
3173,03173,Molinet,MOLINET,3.9259045667263637,46.463976033480186,200071884,Communauté de communes Le Grand Charolais,71176,Digoin,8424,Moulins,033,Vichy,3,2025-06-26 23:12:56.090389,,,1943-01-01,,,,,
3174,03174,Molles,MOLLES,3.5562797508750483,46.11528581178675,200071363,Communauté d'agglomération Vichy Communauté,03310,Vichy,8432,Vichy,033,Vichy,3,2025-06-26 23:13:00.545561,,,1943-01-01,,,,,
3175,03175,Monestier,MONESTIER,3.1042970706307877,46.26311705345336,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:12:06.826103,,,1943-01-01,,,,,
3177,03177,Monétay-sur-Loire,MONETAY SUR LOIRE,3.82417370718102,46.43550076337043,200071470,Communauté de communes Entr'Allier Besbre et Loire,71176,Digoin,8424,Moulins,033,Vichy,3,2025-06-26 23:12:32.725344,,,1943-01-01,,,,,
3178,03178,Montaiguët-en-Forez,MONTAIGUET EN FOREZ,3.8220173711844017,46.267427651829045,200071470,Communauté de communes Entr'Allier Besbre et Loire,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:12:48.057347,,,1943-01-01,,,,,
3179,03179,Montaigu-le-Blin,MONTAIGU LE BLIN,3.516350411420671,46.29065955609405,200071470,Communauté de communes Entr'Allier Besbre et Loire,03138,Lapalisse,8432,Vichy,033,Vichy,3,2025-06-26 23:12:10.432896,,,1943-01-01,,,,,
3180,03180,Montbeugny,MONTBEUGNY,3.4743734080911564,46.52838539151078,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:07.380074,,,1943-01-01,,,,,
3182,03182,Monteignet-sur-l'Andelot,MONTEIGNET SUR L ANDELOT,3.2484569168729216,46.11527380489763,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03118,Gannat,8432,Vichy,033,Vichy,3,2025-06-26 23:12:22.963741,,,1943-01-01,,,,,
3183,03183,Le Montet,LE MONTET,3.0539586347531675,46.40566585778717,200071496,Communauté de communes du Bocage Bourbonnais,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:56.655964,,,1943-01-01,,,,,
3184,03184,Montilly,MONTILLY,3.239508226936535,46.610463532974634,200071140,Communauté d'agglomération Moulins Communauté,03190,Moulins,8424,Moulins,032,Moulins,3,2025-06-26 23:12:35.43553,,,1943-01-01,,,,,
3185,03185,Montluçon,MONTLUCON,2.597439984193663,46.34020059371248,200071082,Communauté d'agglomération Montluçon Communauté,03185,Montluçon,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:00.130659,,,1943-01-01,,,,,
3186,03186,Montmarault,MONTMARAULT,2.952272621138236,46.32046965572794,200071512,Communauté de communes Commentry Montmarault Néris Communauté,03186,Montmarault,8423,Montluçon,031,Montluçon,3,2025-06-26 23:12:22.965728,,,1943-01-01,,,,,
3187,03187,Montoldre,MONTOLDRE,3.4510296029088976,46.337762023298104,200071470,Communauté de communes Entr'Allier Besbre et Loire,03298,Varennes-sur-Allier,8432,Vichy,033,Vichy,3,2025-06-26 23:12:22.966727,,,1943-01-01,,,,,
3188,03188,Montord,MONTORD,3.240040939230343,46.28977429266709,200071389,Communauté de communes Saint-Pourçain Sioule Limagne,03254,Saint-Pourçain-sur-Sioule,8432,Vichy,033,Vichy,3,2025-06-26 23:12:06.827108,,,1943-01-01,,,,,
