id,code,nom,nom_norm,lon,lat,is_irisee,arrondissement_code,arrondissement_nom,type,grd_quart_code,grd_quart_nom,in_ctu,commune_id,date,is_main
821300000,821300000,Montjoi,MONTJOI,0.9295439781067588,44.20451497261993,f,82130,Montjoi,C,8213000,,f,82130,2025-06-26 23:17:27.714388,t
811540000,811540000,Marnaves,MARNAVES,1.8723421607318094,44.0958993252801,f,81154,Marnaves,C,8115400,,f,81154,2025-06-26 23:17:27.703328,t
840060000,840060000,Auribeau,AURIBEAU,5.447994672856666,43.82984060632611,f,84006,Auribeau,C,8400600,,f,84006,2025-06-26 23:17:27.729404,t
821570000,821570000,Saint-Beauzeil,SAINT BEAUZEIL,0.9081515007890494,44.33382124173991,f,82157,Saint-Beauzeil,C,8215700,,f,82157,2025-06-26 23:17:27.715389,t
840880101,840880101,Secteur Ouest,SECTEUR OUEST,5.007776922488779,43.98800932808953,t,84088,Pernes-les-Fontaines,A,8408801,Pernes-les-Fontaines,f,84088,2025-06-26 23:17:27.735405,f
831370208,831370208,Les Routes I,LES ROUTES I,5.906024193732722,43.13717736144938,t,83137,Toulon,A,8313702,Canton 2,f,83137,2025-06-26 23:17:27.726399,f
831370311,831370311,Saint-Roch I,SAINT ROCH I,5.919317635236162,43.13068532896501,t,83137,Toulon,A,8313703,Canton 3,f,83137,2025-06-26 23:17:27.727399,f
831370505,831370505,Haute Ville-Place Liberté,HAUTE VILLE PLACE LIBERTE,5.933430301206462,43.12498923802966,t,83137,Toulon,A,8313705,Canton 5,f,83137,2025-06-26 23:17:27.728415,f
841310000,841310000,Taillades,TAILLADES,5.094664661951021,43.831420983276345,f,84131,Taillades,C,8413100,,f,84131,2025-06-26 23:17:27.737061,t
830230301,830230301,Extension Années 80-90,EXTENSION ANNEES 80 90,6.074949964585334,43.40798666022101,t,83023,Brignoles,A,8302303,Extention Années 80-90,f,83023,2025-06-26 23:17:27.719394,f
821920000,821920000,Verlhac-Tescou,VERLHAC TESCOU,1.532633647634329,43.93310016747281,f,82192,Verlhac-Tescou,C,8219200,,f,82192,2025-06-26 23:17:27.716376,t
830750000,830750000,Les Mayons,LES MAYONS,6.359962250903535,43.306578889909,f,83075,Les Mayons,C,8307500,,f,83075,2025-06-26 23:17:27.723411,t
807900000,807900000,Verpillières,VERPILLIERES,2.823399166663358,49.66667655779807,f,80790,Verpillières,C,8079000,,f,80790,2025-06-26 23:17:27.694325,t
820670000,820670000,Gensac,GENSAC,0.959368628235334,43.94810898014512,f,82067,Gensac,C,8206700,,f,82067,2025-06-26 23:17:27.709351,t
821120103,821120103,Quartier Est,QUARTIER EST,1.1382948437072717,44.127845377637,t,82112,Moissac,A,8211201,Moissac,f,82112,2025-06-26 23:17:27.712323,f
841020000,841020000,Roussillon,ROUSSILLON,5.29212104355903,43.901341659810655,f,84102,Roussillon,C,8410200,,f,84102,2025-06-26 23:17:27.736403,t
808210000,808210000,Warlus,WARLUS,1.956466528738795,49.91730032648022,f,80821,Warlus,C,8082100,,f,80821,2025-06-26 23:17:27.696384,t
840490000,840490000,Gigondas,GIGONDAS,5.012135348590314,44.166346505758746,f,84049,Gigondas,C,8404900,,f,84049,2025-06-26 23:17:27.732404,t
830420104,830420104,Est,EST,6.542767099138112,43.23831055812005,t,83042,Cogolin,A,8304201,Cogolin,f,83042,2025-06-26 23:17:27.720398,f
810060000,810060000,Algans,ALGANS,1.891466374487827,43.59992572531699,f,81006,Algans,C,8100600,,f,81006,2025-06-26 23:17:27.697327,t
821170000,821170000,Montaigu-de-Quercy,MONTAIGU DE QUERCY,1.0323979069779776,44.34090025935087,f,82117,Montaigu-de-Quercy,C,8211700,,f,82117,2025-06-26 23:17:27.713372,t
830980101,830980101,Pradet Sud,PRADET SUD,6.033222250943609,43.09319492143384,t,83098,Le Pradet,A,8309801,Le Pradet,f,83098,2025-06-26 23:17:27.724411,f
841330000,841330000,La Tour-d'Aigues,LA TOUR D AIGUES,5.567390988413717,43.72171174085619,f,84133,La Tour-d'Aigues,C,8413300,,f,84133,2025-06-26 23:17:27.737061,t
812590000,812590000,Saint-Julien-Gaulène,SAINT JULIEN GAULENE,2.341645835051108,43.996512351774136,f,81259,Saint-Julien-Gaulène,C,8125900,,f,81259,2025-06-26 23:17:27.705318,t
830690121,830690121,Zone du Palyvestre-Rougières,ZONE DU PALYVESTRE ROUGIERES,6.152600626942712,43.10096402332443,t,83069,Hyères,C,8306901,Hyères,f,83069,2025-06-26 23:17:27.721398,t
810170000,810170000,Arifat,ARIFAT,2.3533752241691874,43.775693620573264,f,81017,Arifat,C,8101700,,f,81017,2025-06-26 23:17:27.69832,t
813260000,813260000,Sainte-Croix,SAINTE CROIX,2.0720928370453824,43.97047672983883,f,81326,Sainte-Croix,C,8132600,,f,81326,2025-06-26 23:17:27.706319,t
830610114,830610114,Saint-Aygulf 2,SAINT AYGULF 2,6.715225740006111,43.38179343304835,t,83061,Fréjus,A,8306101,Fréjus,f,83061,2025-06-26 23:17:27.721398,f
850470102,850470102,Bois de Céné-Saint-Christophe,BOIS DE CENE SAINT CHRISTOPHE,-1.8229066962763576,46.850482688178744,t,85047,Challans,A,8504701,Challans,f,85047,2025-06-26 23:17:27.746929,f
805580000,805580000,Monsures,MONSURES,2.1610567152443263,49.71067959586782,f,80558,Monsures,C,8055800,,f,80558,2025-06-26 23:17:27.69032,t
811110000,811110000,Labarthe-Bleys,LABARTHE BLEYS,1.8958984206933152,44.08407811456054,f,81111,Labarthe-Bleys,C,8111100,,f,81111,2025-06-26 23:17:27.702336,t
805310000,805310000,Méricourt-en-Vimeu,MERICOURT EN VIMEU,1.9462532540967987,49.894390192938275,f,80531,Méricourt-en-Vimeu,C,8053100,,f,80531,2025-06-26 23:17:27.687311,t
808000000,808000000,Villers-Campsart,VILLERS CAMPSART,1.8360695263344349,49.869602817194384,f,80800,Villers-Campsart,C,8080000,,f,80800,2025-06-26 23:17:27.695423,t
810740000,810740000,Cunac,CUNAC,2.225850182712787,43.92728736639596,f,81074,Cunac,C,8107400,,f,81074,2025-06-26 23:17:27.699329,t
820330105,820330105,Barraouet,BARRAOUET,1.1020382538381464,44.0568792548753,t,82033,Castelsarrasin,C,8203301,Castelsarrasin,f,82033,2025-06-26 23:17:27.708345,f
820940000,820940000,Lauzerte,LAUZERTE,1.1274011151410677,44.263887188025535,f,82094,Lauzerte,C,8209400,,f,82094,2025-06-26 23:17:27.7111,t
841420000,841420000,Velleron,VELLERON,5.02821437573839,43.96141881725055,f,84142,Velleron,C,8414200,,f,84142,2025-06-26 23:17:27.738935,t
805590000,805590000,Montagne-Fayel,MONTAGNE FAYEL,1.9872093343593946,49.910822270689636,f,80559,Montagne-Fayel,C,8055900,,f,80559,2025-06-26 23:17:27.69141,t
812250000,812250000,Rivières,RIVIERES,1.9705269900340625,43.9156455285769,f,81225,Rivières,C,8122500,,f,81225,2025-06-26 23:17:27.704318,t
840350103,840350103,Centre Ville,CENTRE VILLE,5.03702437062762,43.836618568602205,t,84035,Cavaillon,A,8403501,Grand Quartier 1,f,84035,2025-06-26 23:17:27.731415,f
830740000,830740000,La Martre,LA MARTRE,6.592519241124357,43.76342978169369,f,83074,La Martre,C,8307400,,f,83074,2025-06-26 23:17:27.722411,t
831160101,831160101,Centre Ville,CENTRE VILLE,5.8626710678588285,43.45228700758561,t,83116,Saint-Maximin-la-Sainte-Baume,A,8311601,Saint-Maximin-la-Sainte-Baume,f,83116,2025-06-26 23:17:27.725399,t
805070000,805070000,Marcelcave,MARCELCAVE,2.570529556000948,49.848199065924334,f,80507,Marcelcave,C,8050700,,f,80507,2025-06-26 23:17:27.683114,t
820700000,820700000,Glatens,GLATENS,0.9188981952949486,43.89489258335123,f,82070,Glatens,C,8207000,,f,82070,2025-06-26 23:17:27.71035,t
805370000,805370000,Mesnil-Domqueur,MESNIL DOMQUEUR,2.0642662396418876,50.133035334033956,f,80537,Mesnil-Domqueur,C,8053700,,f,80537,2025-06-26 23:17:27.68932,t
807480000,807480000,Templeux-le-Guérard,TEMPLEUX LE GUERARD,3.1448124794001986,49.9628683744813,f,80748,Templeux-le-Guérard,C,8074800,,f,80748,2025-06-26 23:17:27.693364,t
811050107,811050107,Nabeillou-La Jonquière,NABEILLOU LA JONQUIERE,1.9719229931998359,43.748140745585175,t,81105,Graulhet,A,8110501,Graulhet,f,81105,2025-06-26 23:17:27.701333,f
840870203,840870203,Les Sables,LES SABLES,4.817279454091359,44.12583235590512,t,84087,Orange,A,8408702,Grand Quartier 2,f,84087,2025-06-26 23:17:27.733417,f
850610000,850610000,Château-Guibert,CHATEAU GUIBERT,-1.255279192398965,46.574300067133414,f,85061,Château-Guibert,C,8506100,,f,85061,2025-06-26 23:17:27.748931,t
853040000,853040000,Vouillé-les-Marais,VOUILLE LES MARAIS,-0.967805683537803,46.38929627917964,f,85304,Vouillé-les-Marais,C,8530400,,f,85304,2025-06-26 23:17:27.757052,t
884250000,884250000,Saint-Maurice-sur-Mortagne,SAINT MAURICE SUR MORTAGNE,6.574206376527385,48.39156470051779,f,88425,Saint-Maurice-sur-Mortagne,C,8842500,,f,88425,2025-06-26 23:17:27.793954,t
871850000,871850000,Saint-Victurnien,SAINT VICTURNIEN,1.0248214467533456,45.8806682838844,f,87185,Saint-Victurnien,C,8718500,,f,87185,2025-06-26 23:17:27.784942,t
885230000,885230000,Vouxey,VOUXEY,5.790740401293057,48.34768508450318,f,88523,Vouxey,C,8852300,,f,88523,2025-06-26 23:17:27.798948,t
890240104,890240104,Saint-Julien-Darnus,SAINT JULIEN DARNUS,3.57537253776204,47.78954403445025,t,89024,Auxerre,A,8902401,Auxerre,f,89024,2025-06-26 23:17:27.799955,f
890240118,890240118,Les Clairions-Les Pieds de Rats,LES CLAIRIONS LES PIEDS DE RATS,3.5711854451516283,47.81505611332417,t,89024,Auxerre,C,8902401,Auxerre,f,89024,2025-06-26 23:17:27.800953,f
851640000,851640000,Notre-Dame-de-Monts,NOTRE DAME DE MONTS,-2.1094296592927537,46.842364209667615,f,85164,Notre-Dame-de-Monts,C,8516400,,f,85164,2025-06-26 23:17:27.753929,t
880150000,880150000,Attignéville,ATTIGNEVILLE,5.826509468549736,48.398029296719194,f,88015,Attignéville,C,8801500,,f,88015,2025-06-26 23:17:27.787946,t
861940301,861940301,Les Cours,LES COURS,0.3324252300747425,46.56782782641044,t,86194,Poitiers,A,8619403,Trois Cités,f,86194,2025-06-26 23:17:27.761712,f
870910000,870910000,Maisonnais-sur-Tardoire,MAISONNAIS SUR TARDOIRE,0.6834912954092921,45.71200145223557,f,87091,Maisonnais-sur-Tardoire,C,8709100,,f,87091,2025-06-26 23:17:27.775942,t
850840000,850840000,Essarts-en-Bocage,ESSARTS EN BOCAGE,-1.2415888851037165,46.781606084144514,f,85084,Essarts-en-Bocage,C,8508400,,f,85084,2025-06-26 23:17:27.75093,t
861130000,861130000,Iteuil,ITEUIL,0.29176776083727385,46.485254987476665,f,86113,Iteuil,C,8611300,,f,86113,2025-06-26 23:17:27.759813,t
892720000,892720000,Moulins-sur-Ouanne,MOULINS SUR OUANNE,3.3432818171912424,47.704005608772405,f,89272,Moulins-sur-Ouanne,C,8927200,,f,89272,2025-06-26 23:17:27.810273,t
861860000,861860000,Oyré,OYRE,0.6464041223605844,46.8632285971458,f,86186,Oyré,C,8618600,,f,86186,2025-06-26 23:17:27.760932,t
871890000,871890000,Les Salles-Lavauguyon,LES SALLES LAVAUGUYON,0.6938518943981568,45.743835697406396,f,87189,Les Salles-Lavauguyon,C,8718900,,f,87189,2025-06-26 23:17:27.78594,t
870850204,870850204,Les Halles,LES HALLES,1.2584720729882577,45.82896083388048,t,87085,Limoges,A,8708502,Grand Quartier 2,f,87085,2025-06-26 23:17:27.77394,f
870850602,870850602,Le Mas Loubier,LE MAS LOUBIER,1.256979978819916,45.84852278027661,t,87085,Limoges,A,8708506,Grand Quartier 6,f,87085,2025-06-26 23:17:27.77494,f
862610000,862610000,Sèvres-Anxaumont,SEVRES ANXAUMONT,0.46221697242678006,46.57388167827414,f,86261,Sèvres-Anxaumont,C,8626100,,f,86261,2025-06-26 23:17:27.76694,t
862910000,862910000,Villemort,VILLEMORT,0.9279969912474326,46.55001233694282,f,86291,Villemort,C,8629100,,f,86291,2025-06-26 23:17:27.771957,t
885140000,885140000,Viocourt,VIOCOURT,5.871073740631532,48.32188715207177,f,88514,Viocourt,C,8851400,,f,88514,2025-06-26 23:17:27.79694,t
862110000,862110000,Romagne,ROMAGNE,0.3032968181988863,46.25777322598707,f,86211,Romagne,C,8621100,,f,86211,2025-06-26 23:17:27.764941,t
862490000,862490000,Saires,SAIRES,0.23152747172989224,46.89025059251372,f,86249,Saires,C,8624900,,f,86249,2025-06-26 23:17:27.76594,t
870020101,870020101,Sud,SUD,1.4135959725713947,45.944389232077086,t,87002,Ambazac,A,8700201,Ambazac,f,87002,2025-06-26 23:17:27.772941,f
871260000,871260000,Rochechouart,ROCHECHOUART,0.8426421829478192,45.8232659194022,f,87126,Rochechouart,C,8712600,,f,87126,2025-06-26 23:17:27.77794,t
860190000,860190000,Beaumont Saint-Cyr,BEAUMONT SAINT CYR,0.45306174007950206,46.73096704681103,f,86019,Beaumont Saint-Cyr,C,8601900,,f,86019,2025-06-26 23:17:27.757848,t
892380000,892380000,Mailly-le-Château,MAILLY LE CHATEAU,3.599433707041732,47.58254374711248,f,89238,Mailly-le-Château,C,8923800,,f,89238,2025-06-26 23:17:27.808793,t
871720000,871720000,Saint-Ouen-sur-Gartempe,SAINT OUEN SUR GARTEMPE,1.0790851823412175,46.173171534298504,f,87172,Saint-Ouen-sur-Gartempe,C,8717200,,f,87172,2025-06-26 23:17:27.782945,t
881670000,881670000,Faucompierre,FAUCOMPIERRE,6.664327835627858,48.14058038668134,f,88167,Faucompierre,C,8816700,,f,88167,2025-06-26 23:17:27.789953,t
861910000,861910000,Pindray,PINDRAY,0.8157024216709842,46.474067999016285,f,86191,Pindray,C,8619100,,f,86191,2025-06-26 23:17:27.761712,t
891610000,891610000,Étivey,ETIVEY,4.146711057724025,47.671814975410804,f,89161,Étivey,C,8916100,,f,89161,2025-06-26 23:17:27.804458,t
861970000,861970000,Pouant,POUANT,0.2783623091442936,47.019428966008334,f,86197,Pouant,C,8619700,,f,86197,2025-06-26 23:17:27.762936,t
892030000,892030000,Island,ISLAND,3.856425589091964,47.45988754547981,f,89203,Island,C,8920300,,f,89203,2025-06-26 23:17:27.807254,t
852050000,852050000,Saint-Cyr-des-Gâts,SAINT CYR DES GATS,-0.8633441963176357,46.57258078052121,f,85205,Saint-Cyr-des-Gâts,C,8520500,,f,85205,2025-06-26 23:17:27.754929,t
871700000,871700000,Saint-Méard,SAINT MEARD,1.54303669481811,45.664353580390355,f,87170,Saint-Méard,C,8717000,,f,87170,2025-06-26 23:17:27.780948,t
881600113,881600113,Épinal Ouest Notre-Dame de Lorette,EPINAL OUEST NOTRE DAME DE LORETTE,6.438392788859375,48.1743437352411,t,88160,Épinal,A,8816001,Épinal,f,88160,2025-06-26 23:17:27.788952,f
892860000,892860000,Parly,PARLY,3.350119325844316,47.758924567679195,f,89286,Parly,C,8928600,,f,89286,2025-06-26 23:17:27.811281,t
871100000,871100000,Oradour-sur-Glane,ORADOUR SUR GLANE,1.0234454776623378,45.93134860224439,f,87110,Oradour-sur-Glane,C,8711000,,f,87110,2025-06-26 23:17:27.776941,t
862700000,862700000,Thollet,THOLLET,1.1250936814347734,46.438022695254226,f,86270,Thollet,C,8627000,,f,86270,2025-06-26 23:17:27.767941,t
862730000,862730000,La Trimouille,LA TRIMOUILLE,1.0588238440191229,46.45441959259571,f,86273,La Trimouille,C,8627300,,f,86273,2025-06-26 23:17:27.770943,t
891500000,891500000,Égleny,EGLENY,3.3750891568236856,47.80969532770289,f,89150,Égleny,C,8915000,,f,89150,2025-06-26 23:17:27.804458,t
851530000,851530000,Mouchamps,MOUCHAMPS,-1.0544249125807394,46.78762130972378,f,85153,Mouchamps,C,8515300,,f,85153,2025-06-26 23:17:27.752942,t
861060000,861060000,Glénouze,GLENOUZE,-0.00408960631641274,47.008088368110016,f,86106,Glénouze,C,8610600,,f,86106,2025-06-26 23:17:27.758932,t
882050000,882050000,Girmont-Val-d'Ajol,GIRMONT VAL D AJOL,6.567612912425201,47.95016559354707,f,88205,Girmont-Val-d'Ajol,C,8820500,,f,88205,2025-06-26 23:17:27.790957,t
880060000,880060000,Ambacourt,AMBACOURT,6.139621886244997,48.35191649426244,f,88006,Ambacourt,C,8800600,,f,88006,2025-06-26 23:17:27.78694,t
883200000,883200000,Nayemont-les-Fosses,NAYEMONT LES FOSSES,7.007914278180434,48.2976926549835,f,88320,Nayemont-les-Fosses,C,8832000,,f,88320,2025-06-26 23:17:27.791957,t
871510000,871510000,Saint-Jean-Ligoure,SAINT JEAN LIGOURE,1.3084463578694092,45.69030605183099,f,87151,Saint-Jean-Ligoure,C,8715100,,f,87151,2025-06-26 23:17:27.778952,t
920330108,920330108,Poincaré,POINCARE,2.174713403361921,48.84087912708331,t,92033,Garches,A,9203301,Garches,f,92033,2025-06-26 23:17:27.843236,f
920070110,920070110,Quartier 10,QUARTIER 10,2.314455825792217,48.79678044223683,t,92007,Bagneux,A,9200701,Bagneux,f,92007,2025-06-26 23:17:27.836467,t
911050102,911050102,Sud Voie Ferrée,SUD VOIE FERREE,2.1851322050279545,48.57095586975905,t,91105,Breuillet,A,9110501,Breuillet,f,91105,2025-06-26 23:17:27.820291,f
900350000,900350000,Dorans,DORANS,6.836273027111833,47.58489487835718,f,90035,Dorans,C,9003500,,f,90035,2025-06-26 23:17:27.817305,t
930140107,930140107,Iris 6,IRIS 6,2.539321975028522,48.899897074388875,t,93014,Clichy-sous-Bois,A,9301401,Clichy-sous-Bois,f,93014,2025-06-26 23:17:27.855533,f
912010106,912010106,S7,S7,2.423645530068231,48.69128638244424,t,91201,Draveil,A,9120101,Draveil,f,91201,2025-06-26 23:17:27.824304,f
912010108,912010108,S9,S9,2.4278066342830686,48.6823392135963,t,91201,Draveil,A,9120101,Draveil,f,91201,2025-06-26 23:17:27.825291,f
916570110,916570110,Rouvres-Les Bergeries,ROUVRES LES BERGERIES,2.442866532126043,48.68716111547051,t,91657,Vigneux-sur-Seine,A,9165701,Vigneux-sur-Seine,f,91657,2025-06-26 23:17:27.833295,f
920750106,920750106,Insurrection,INSURRECTION,2.2912593421096332,48.82088914450816,t,92075,Vanves,A,9207501,Vanves,f,92075,2025-06-26 23:17:27.850241,t
920750107,920750107,Parc des Expositions,PARC DES EXPOSITIONS,2.2896227250695924,48.825500276334616,t,92075,Vanves,A,9207501,Vanves,f,92075,2025-06-26 23:17:27.851242,f
920020301,920020301,Pajeaud,PAJEAUD,2.2810278941211557,48.740099950604574,t,92002,Antony,A,9200203,Baconnets,f,92002,2025-06-26 23:17:27.834809,f
920240304,920240304,Berges de Seine-Beaujon,BERGES DE SEINE BEAUJON,2.3120946804514584,48.909475244960014,t,92024,Clichy,A,9202403,Berges de Seine-Beaujon,f,92024,2025-06-26 23:17:27.837224,f
911150000,911150000,Bruyères-le-Châtel,BRUYERES LE CHATEL,2.1869693643815804,48.60043870793674,f,91115,Bruyères-le-Châtel,C,9111500,,f,91115,2025-06-26 23:17:27.821292,t
916650000,916650000,La Ville-du-Bois,LA VILLE DU BOIS,2.2649997061649167,48.66121561896774,f,91665,La Ville-du-Bois,C,9166500,,f,91665,2025-06-26 23:17:27.834809,t
911610105,911610105,Zone Industrielle,ZONE INDUSTRIELLE,2.309507312851793,48.71249588546953,t,91161,Chilly-Mazarin,C,9116101,Chilly-Mazarin,f,91161,2025-06-26 23:17:27.822304,f
930070112,930070112,Iris 10,IRIS 10,2.4590398716754303,48.936725835761585,t,93007,Le Blanc-Mesnil,A,9300701,Le Blanc-Mesnil,f,93007,2025-06-26 23:17:27.854242,t
930320112,930320112,Iris 0112,IRIS 0112,2.5336489376988043,48.883237436975236,t,93032,Gagny,A,9303201,Gagny,f,93032,2025-06-26 23:17:27.857537,f
920440122,920440122,Eiffel 5,EIFFEL 5,2.300100539367458,48.894624058158925,t,92044,Levallois-Perret,A,9204401,Levallois-Perret,f,92044,2025-06-26 23:17:27.845241,f
920720107,920720107,Danton Gabriel Péri,DANTON GABRIEL PERI,2.2094618076169814,48.824437764779056,t,92072,Sèvres,A,9207201,Sèvres,f,92072,2025-06-26 23:17:27.849242,f
913860102,913860102,Buisson Haudart,BUISSON HAUDART,2.4427699786173185,48.57209976494848,t,91386,Mennecy,A,9138601,Mennecy,f,91386,2025-06-26 23:17:27.829296,f
920630801,920630801,Centre Ville 1,CENTRE VILLE 1,2.19096901902707,48.87772535520241,t,92063,Rueil-Malmaison,A,9206308,Centre Ville,f,92063,2025-06-26 23:17:27.848242,f
920250304,920250304,Gabriel Péri-Îlot 26,GABRIEL PERI ILOT 26,2.2416931616868374,48.91895708347109,t,92025,Colombes,A,9202503,Les Grèves-Plateau-Moslard,f,92025,2025-06-26 23:17:27.838728,f
920250306,920250306,Moslard-Agriculture,MOSLARD AGRICULTURE,2.238284344387241,48.91293630924713,t,92025,Colombes,A,9202503,Les Grèves-Plateau-Moslard,f,92025,2025-06-26 23:17:27.838728,f
893420000,893420000,Saint-Denis-lès-Sens,SAINT DENIS LES SENS,3.266582423579263,48.23524089876377,f,89342,Saint-Denis-lès-Sens,C,8934200,,f,89342,2025-06-26 23:17:27.814933,t
913400107,913400107,Zone Agricole et Paysagère,ZONE AGRICOLE ET PAYSAGERE,2.4181385184297324,48.59104740690706,t,91340,Lisses,D,9134001,Lisses,f,91340,2025-06-26 23:17:27.827291,f
914630000,914630000,Oncy-sur-École,ONCY SUR ECOLE,2.458691311633425,48.38239606668335,f,91463,Oncy-sur-École,C,9146300,,f,91463,2025-06-26 23:17:27.831296,t
920480103,920480103,Meudon la Forêt 3,MEUDON LA FORET 3,2.2285068004237734,48.78678397079721,t,92048,Meudon,A,9204801,Meudon la Forêt,f,92048,2025-06-26 23:17:27.847241,f
900510000,900510000,Froidefontaine,FROIDEFONTAINE,6.955926887683216,47.56371393856908,f,90051,Froidefontaine,C,9005100,,f,90051,2025-06-26 23:17:27.818304,t
911140104,911140104,Les Deux Vallées,LES DEUX VALLEES,2.514321286869237,48.70516578142445,t,91114,Brunoy,A,9111401,Brunoy,f,91114,2025-06-26 23:17:27.821292,f
920230303,920230303,La Gare 3,LA GARE 3,2.273282933222992,48.80905946658848,t,92023,Clamart,A,9202303,La Gare,f,92023,2025-06-26 23:17:27.837224,f
915890113,915890113,Quartier 13,QUARTIER 13,2.3341557751343354,48.689442383958145,t,91589,Savigny-sur-Orge,C,9158901,Savigny-sur-Orge,f,91589,2025-06-26 23:17:27.832295,f
930050209,930050209,Nord 9,NORD 9,2.494634989762934,48.95071525890079,t,93005,Aulnay-sous-Bois,A,9300502,Nord,f,93005,2025-06-26 23:17:27.851242,f
930060106,930060106,Iris 6,IRIS 6,2.420498434255238,48.875468935538734,t,93006,Bagnolet,A,9300601,Bagnolet,f,93006,2025-06-26 23:17:27.852253,f
930060113,930060113,Iris 13,IRIS 13,2.4277448394259777,48.86957196408926,t,93006,Bagnolet,A,9300601,Bagnolet,f,93006,2025-06-26 23:17:27.853242,f
930060115,930060115,Iris 15,IRIS 15,2.4307233852519277,48.87336171277468,t,93006,Bagnolet,A,9300601,Bagnolet,f,93006,2025-06-26 23:17:27.853242,f
913630102,913630102,Centre,CENTRE,2.2312801640499322,48.63936348292637,t,91363,Marcoussis,A,9136301,Marcoussis,f,91363,2025-06-26 23:17:27.828297,t
914410000,914410000,Nainville-les-Roches,NAINVILLE LES ROCHES,2.495594259868356,48.504996258299606,f,91441,Nainville-les-Roches,C,9144100,,f,91441,2025-06-26 23:17:27.830295,t
920360101,920360101,Luth 1,LUTH 1,2.2871420201562698,48.934630308726526,t,92036,Gennevilliers,A,9203601,Luth,f,92036,2025-06-26 23:17:27.844241,f
920360502,920360502,Village Chandon 2,VILLAGE CHANDON 2,2.2974164681410985,48.92688319350351,t,92036,Gennevilliers,A,9203605,Village Chandon,f,92036,2025-06-26 23:17:27.845241,f
911740202,911740202,Tarterêts Montagne des Glaises,TARTERETS MONTAGNE DES GLAISES,2.46435584604435,48.61220388985907,t,91174,Corbeil-Essonnes,A,9117402,Grand Quartier 2,f,91174,2025-06-26 23:17:27.823292,f
916610102,916610102,Centre Ville,CENTRE VILLE,2.229741782982271,48.696580562546345,t,91661,Villebon-sur-Yvette,A,9166101,Villebon-sur-Yvette,f,91661,2025-06-26 23:17:27.833295,t
930300102,930300102,Iris 0102,IRIS 0102,2.4139685739291097,48.956244516262885,t,93030,Dugny,A,9303001,Dugny,f,93030,2025-06-26 23:17:27.856538,f
900210000,900210000,Charmois,CHARMOIS,6.941952169802306,47.57951969168956,f,90021,Charmois,C,9002100,,f,90021,2025-06-26 23:17:27.816287,t
910270109,910270109,Quartier 9,QUARTIER 9,2.3990027959555444,48.710332605234655,t,91027,Athis-Mons,A,9102701,Athis-Mons,f,91027,2025-06-26 23:17:27.819308,f
893120000,893120000,Précy-le-Sec,PRECY LE SEC,3.826865269917667,47.59314988566517,f,89312,Précy-le-Sec,C,8931200,,f,89312,2025-06-26 23:17:27.813282,t
900040000,900040000,Argiésans,ARGIESANS,6.823134652128351,47.604989623007995,f,90004,Argiésans,C,9000400,,f,90004,2025-06-26 23:17:27.814933,t
912280203,912280203,Canal 3,CANAL 3,2.4216428893961632,48.629376204187324,t,91228,Évry-Courcouronnes,A,9122802,Courcouronnes,f,91228,2025-06-26 23:17:27.826291,f
912280207,912280207,Z.A. Sud-Est,ZA SUD EST,2.422039878019456,48.6205672449009,t,91228,Évry-Courcouronnes,C,9122802,Courcouronnes,f,91228,2025-06-26 23:17:27.826291,f
920460106,920460106,Les Fosses Rouges,LES FOSSES ROUGES,2.2985295094942106,48.81730763764683,t,92046,Malakoff,A,9204601,Malakoff,f,92046,2025-06-26 23:17:27.846242,t
930510201,930510201,Richardets 1,RICHARDETS 1,2.5722747268361075,48.831218402235244,t,93051,Noisy-le-Grand,A,9305102,Richardets,f,93051,2025-06-26 23:17:27.861538,f
940760105,940760105,Monsivry,MONSIVRY,2.3589215838414934,48.79745718976015,t,94076,Villejuif,A,9407601,Villejuif,f,94076,2025-06-26 23:17:27.889718,f
950180202,950180202,Promenade Héloïse,PROMENADE HELOISE,2.249348304433955,48.94037753997064,t,95018,Argenteuil,A,9501802,Centre Ville Sud,f,95018,2025-06-26 23:17:27.901728,f
950180901,950180901,Belle Vue,BELLE VUE,2.269058479845038,48.95918858389204,t,95018,Argenteuil,A,9501809,Jolival La Colonie,f,95018,2025-06-26 23:17:27.902729,f
950181002,950181002,Joliot-Curie,JOLIOT CURIE,2.283141066633747,48.95810691529496,t,95018,Argenteuil,A,9501810,Orgemont Vaucelle,f,95018,2025-06-26 23:17:27.903727,f
940410102,940410102,Monmousseau,MONMOUSSEAU,2.379975670186325,48.80358644843371,t,94041,Ivry-sur-Seine,A,9404101,Centre-Parmentier-Fort,f,94041,2025-06-26 23:17:27.878345,f
940410304,940410304,Ivry Port Sud,IVRY PORT SUD,2.401923165291795,48.81045253968874,t,94041,Ivry-sur-Seine,A,9404103,Ivry Port,f,94041,2025-06-26 23:17:27.879345,f
940220201,940220201,Gondoles Nord I,GONDOLES NORD I,2.413341221461315,48.772177997825445,t,94022,Choisy-le-Roi,A,9402202,Grand Quartier 2,f,94022,2025-06-26 23:17:27.871357,f
950880000,950880000,Bonneuil-en-France,BONNEUIL EN FRANCE,2.4350789941989808,48.96563000414648,f,95088,Bonneuil-en-France,C,9508800,,f,95088,2025-06-26 23:17:27.906716,t
